DrugBank ID,Names
DB00151,"['l-cysteine', '(2r)-2-amino-3-mercaptopropanoic acid', '(2r)-2-amino-3-sulfanylpropanoic acid', '(r)-2-amino-3-mercaptopropanoic acid', 'cys', 'cysteine', 'free cysteine', 'l-2-amino-3-mercaptopropionic acid', 'l-cys', 'l-cystein', 'l-zystein']"
DB00152,"['thiamine', 'aneurin', 'antiberiberi factor', 'thiamin', 'thiamine', 'thiamine(1+)', 'thiamine(1+) ion', 'thiaminium', 'tiamina', 'vitamin b1']"
DB00153,"['ergocalciferol', '(3β,5z,7e,22e)-9,10-secoergosta-5,7,10(19),22-tetraen-3-ol', '(5z,7e,22e)-(3s)-9,10-seco-5,7,10(19),22-ergostatetraen-3-ol', '(5z,7e,22e)-(3s)-9,10-secoergosta-5,7,10(19),22-tetraen-3-ol', 'activated ergosterol', 'ercalciol', 'ergocalciférol', 'ergocalciferol', 'ergocalciferolum', 'oleovitamin d2', 'viosterol', 'vitamin d2', 'vitamina d2']"
DB00154,"['dihomo-gamma-linolenic acid', '(8z,11z,14z)-icosatrienoic acid', '(z,z,z)-8,11,14-eicosatrienoic acid', '(z,z,z)-8,11,14-icosatrienoate', '(z,z,z)-8,11,14-icosatrienoic acid', '20:3, n-6,9,12 all-cis', '8,11,14-eicosatrienoic acid', '8c,11c,14c-eicosatrienoic acid', '8c,11c,14c-eicosatriensäure', 'all-cis-8,11,14-eicosatrienoic acid', 'all-cis-8,11,14-icosatrienoic acid', 'all-cis-eicosa-8,11,14-trienoic acid', 'all-cis-eicosa-8,11,14-triensäure', 'all-cis-icosa-8,11,14-trienoic acid', 'c20:3, n-6,9,12 all-cis', 'cis,cis,cis-8,11,14-eicosatrienoic acid', 'dgla', 'dihomo-γ-linolenic acid', 'eicosa-8z,11z,14z-trienoic acid', 'gamma-homolinolenic acid', 'homo-gamma-linolenic acid', 'homo-gamma-linolensäure', 'homo-γ-linolensäure']"
DB00155,"['l-citrulline', '(s)-2-amino-5-ureidopentanoic acid', '2-amino-5-ureidovaleric acid', 'alpha-amino-delta-ureidovaleric acid', 'cit', 'citrulina', 'citrulline', 'delta-ureidonorvaline', 'l-2-amino-5-ureidovaleric acid', 'n(5)-(aminocarbonyl)-l-ornithine', 'n(delta)-carbamylornithine', 'n5-(aminocarbonyl)ornithine', 'n5-carbamoyl-l-ornithine', 'n5-carbamoylornithine', 'α-amino-δ-ureidovaleric acid', 'δ-ureidonorvaline']"
DB00156,"['l-threonine', '(2s,3r)-(-)-threonine', '(2s)-threonine', '2-amino-3-hydroxybutyric acid', 'l-(-)-threonine', 'l-2-amino-3-hydroxybutyric acid', 'l-alpha-amino-beta-hydroxybutyric acid', 'l-threonin', 'l-α-amino-β-hydroxybutyric acid', 'thr', 'threonine']"
DB00157,"['nadh', '1,4-dihydronicotinamide adenine dinucleotide', 'dpnh', 'nad reduced form', 'nicotinamide adenine dinucleotide (reduced)', 'nicotinamide-adenine dinucleotide, reduced', 'reduced nicotinamide adenine diphosphate', 'reduced nicotinamide-adenine dinucleotide']"
DB00158,"['folic acid', 'ácido fólico', 'folacin', 'folate', 'folic acid', 'folsäure', 'n-[(4-{[(2-amino-4-oxo-1,4-dihydropteridin-6-yl)methyl]amino}phenyl)carbonyl]-l-glutamic acid', 'n-pteroyl-l-glutamic acid', 'pga', 'pteglu', 'pteroyl-l-glutamate', 'pteroyl-l-glutamic acid', 'pteroyl-l-monoglutamic acid', 'pteroylglutamic acid', 'vitamin b9', 'vitamin bc', 'vitamin m']"
DB00159,"['icosapent', '(5z,8z,11z,14z,17z)-5,8,11,14,17-eicosapentaenoic acid', '(5z,8z,11z,14z,17z)-eicosapentaenoate', '(5z,8z,11z,14z,17z)-eicosapentaenoic acid', '(5z,8z,11z,14z,17z)-icosapentaenoic acid', '(all-z)-5,8,11,14,17-eicosapentaenoic acid', '5,8,11,14,17-eicosapentaenoic acid', '5,8,11,14,17-icosapentaenoic acid', 'all-cis-5,8,11,14,17-eicosapentaenoic acid', 'all-cis-5,8,11,14,17-icosapentaenoic acid', 'all-cis-icosa-5,8,11,14,17-pentaenoic acid', 'cis-5,8,11,14,17-eicosapentaenoic acid', 'cis-5,8,11,14,17-epa', 'cis-delta(5,8,11,14,17)-eicosapentaenoic acid', 'eicosapentaenoic acid', 'epa', 'icosapent', 'icosapentaenoic acid', 'icosapento', 'icosapentum', 'timnodonic acid']"
DB00160,"['l-alanine', '(2s)-2-aminopropanoic acid', '(s)-2-aminopropanoic acid', '(s)-alanine', 'alanina', 'alanine', 'l-2-aminopropionic acid', 'l-alanin', 'l-alpha-alanine', 'l-α-alanine']"
DB00161,"['l-valine', '(2s)-2-amino-3-methylbutanoic acid', '(s)-valine', '2-amino-3-methylbutyric acid', 'l-(+)-alpha-aminoisovaleric acid', 'l-alpha-amino-beta-methylbutyric acid', 'val', 'valine']"
DB00162,"['vitamin a', '(2e,4e,6e,8e)-3,7-dimethyl-9-(2,6,6-trimethylcyclohex-1-en-1-yl)nona-2,4,6,8-tetraen-1-ol', 'all-trans-retinol', 'all-trans-retinyl alcohol', 'all-trans-vitamin a alcohol', 'retinol', 'vitamin a1']"
DB00163,"['vitamin e', '(+)-α-tocopherol', ""(2r,4'r,8'r)-α-tocopherol"", '(2r)-2,5,7,8-tetramethyl-2-[(4r,8r)-4,8,12-trimethyltridecyl]chroman-6-ol', '(r,r,r)-α-tocopherol', '5,7,8-trimethyltocol', 'alpha-tocopherol', 'd-α-tocopherol']"
DB00165,"['pyridoxine', '2-methyl-3-hydroxy-4,5-dihydroxymethylpyridine', '3-hydroxy-4,5-bis(hydroxymethyl)-2-methylpyridine', '3-hydroxy-4,5-dimethylol-α-picoline', '5-hydroxy-6-methyl-3,4-pyridinedimethanol', 'piridoxina', 'pyridoxine', 'pyridoxol', 'vitamin b6']"
DB00166,"['lipoic acid', '(+)-alpha-lipoic acid', '(r)-(+)-lipoate', '(r)-(+)-lipoic acid', '(r)-1,2-dithiolane-3-pentanoic acid', '(r)-1,2-dithiolane-3-valeric acid', '(r)-6,8-thioctic acid', '(r)-lipoic acid', 'alpha lipoic acid', 'alpha-lipoic acid', 'alpha-liponsäure', 'd-thioctic acid', 'r-(+)-thioctic acid', 'r-alpha-lipoic acid', 'thioctic acid', 'thioctic acid d-form', 'α-lipoic acid']"
DB00167,"['isoleucine', '(2s,3s)-2-amino-3-methylpentanoic acid', '2-amino-3-methylvaleric acid', 'alpha-amino-beta-methylvaleric acid', 'ile', 'isoleucina', 'isoleucine', 'isoleucinum', 'l-isoleucine', 'α-amino-β-methylvaleric acid']"
DB00168,"['aspartame', '1-methyl n-l-alpha-aspartyl-l-phenylalanate', '1-methyl n-l-α-aspartyl-l-phenylalanate', '3-amino-n-(alpha-carboxyphenethyl)succinamic acid n-methyl ester', '3-amino-n-(alpha-methoxycarbonylphenethyl) succinamic acid', '3-amino-n-(α-carboxyphenethyl)succinamic acid n-methyl ester', '3-amino-n-(α-methoxycarbonylphenethyl) succinamic acid', 'asp-phe-ome', 'aspartam', 'aspartame', 'aspartamo', 'aspartamum', 'aspartylphenylalanine methyl ester', 'l-aspartyl-l-phenylalanine methyl ester']"
DB00169,"['cholecalciferol', '(+)-vitamin d3', '(3β,5z,7e)-9,10-secocholesta-5,7,10(19)-trien-3-ol', '(5z,7e)-(3s)-9,10-secocholesta-5,7,10(19)-trien-3-ol', 'activated 7-dehydrocholesterol', 'calciol', 'cc', 'cholecalciferol', 'colecalciferol', 'colecalciferolum', 'oleovitamin d3', 'vitamin d-3', 'vitamin d3']"
DB00170,"['menadione', '2-methyl-1,4-naphthalenedione', '2-methyl-1,4-naphthochinon', '2-methyl-1,4-naphthoquinone', 'vitamin k 3', 'vitamin k3']"
DB00171,"['atp', ""adenosine 5'-triphosphate"", 'adenosine triphosphate', ""adenosine-5'-triphosphate"", 'atp']"
DB00172,"['proline', '(-)-2-pyrrolidinecarboxylic acid', '(−)-(s)-proline', '(−)-2-pyrrolidinecarboxylic acid', '(−)-proline', '(2s)-pyrrolidine-2-carboxylic acid', '(s)-2-carboxypyrrolidine', '(s)-2-pyrrolidinecarboxylic acid', '(s)-pyrrolidine-2-carboxylic acid', '2-pyrrolidinecarboxylic acid', 'l-(−)-proline', 'l-alpha-pyrrolidinecarboxylic acid', 'l-prolin', 'l-proline', 'l-pyrrolidine-2-carboxylic acid', 'l-α-pyrrolidinecarboxylic acid', 'p', 'prolina', 'proline', 'prolinum']"
DB00173,"['adenine', '6-aminopurine', 'adenin', 'vitamin b4']"
DB00174,"['asparagine', '(2s)-2-amino-3-carbamoylpropanoic acid', '(2s)-2,4-diamino-4-oxobutanoic acid', '(s)-2-amino-3-carbamoylpropanoic acid', '(s)-asparagine', '2-aminosuccinamic acid', 'alpha-aminosuccinamic acid', 'asn', 'asparagine', 'aspartamic acid', 'l-2-aminosuccinamic acid', 'l-asparagine', 'l-aspartic acid beta-amide', 'l-aspartic acid β-amide', 'α-aminosuccinamic acid']"
DB00175,"['pravastatin', '(+)-(3r,5r)-3,5-dihydroxy-7-[(1s,2s,6s,8s,8ar)-6-hydroxy-2-methyl-8-{[(s)-2-methylbutyryl]oxy}-1,2,6,7,8,8a-hexahydro-1-naphthyl]heptanoic acid', 'pravastatin', 'pravastatin acid', 'pravastatina', 'pravastatine', 'pravastatinum']"
DB00176,"['fluvoxamine', 'fluvoxamina', 'fluvoxamine', 'fluvoxaminum']"
DB00177,"['valsartan', ""(s)-n-valeryl-n-{[2'-(1h-tetrazol-5-yl)biphenyl-4-yl]-methyl}-valine"", 'n-(p-(o-1h-tetrazol-5-ylphenyl)benzyl)-n-valeryl-l-valine', ""n-pentanoyl-n-{[2'-(1h-tetrazol-5-yl)biphenyl-4-yl]methyl}-l-valine"", 'valsartan']"
DB00178,"['ramipril', '(2s-(1(r*(r*)),2alpha,3abeta,6abeta))-1-(2-((1-(ethoxycarbonyl)-3-phenylpropyl)amino)-1-oxopropyl)octahydrocyclopenta(b)pyrrole-2-carboxylic acid', 'ramipril', 'ramiprilum']"
DB00179,"['masoprocol', 'erythro-nordihydroguaiaretic acid', 'masoprocol', 'masoprocolum', 'meso-1,4-bis(3,4-dihydroxyphenyl)-2,3-dimethylbutane', 'meso-2,3-bis(3,4-dihydroxyphenylmethyl)butane', 'meso-4-[4-(3,4-dihydroxyphenyl)-2,3-dimethylbutyl]benzene-1,2-diol', ""meso-4,4'-(2,3-dimethyl-1,4-butanediyl)bis(pyrocatechol)"", ""meso-4,4'-(2,3-dimethyltetramethylene)dipyrocatechol"", 'meso-ndga', 'meso-nordihydroguaiaretic acid', 'meso-β,γ-dimethyl-α,δ-bis(3,4-dihydroxyphenyl)butan', 'nordihydroguaiaretic acid']"
DB00180,"['flunisolide', 'flunisolida', 'flunisolide', 'flunisolide anhydrous', 'flunisolidum']"
DB00181,"['baclofen', '(+-)-baclofen', '4-amino-3-(4-chlorophenyl)butyric acid', 'baclofen', 'baclofène', 'baclofeno', 'baclofenum', 'beta-(4-chlorophenyl)gaba', 'beta-(aminomethyl)-4-chlorobenzenepropanoic acid', 'beta-(aminomethyl)-p-chlorohydrocinnamic acid', 'beta-(p-chlorophenyl)-gamma-aminobutyric acid', 'dl-4-amino-3-p-chlorophenylbutanoic acid', 'dl-baclofen', 'gamma-amino-beta-(p-chlorophenyl)butyric acid']"
DB00182,"['amphetamine', '(+-)-alpha-methylphenylethylamine', '1-phenyl-2-aminopropane', 'alpha-methylbenzeneethaneamine', 'amfetamina', 'amfetamine', 'amfetaminum', 'amphetamine', 'beta-aminopropylbenzene', 'beta-phenylisopropylamin', 'desoxynorephedrine', 'rac-(2r)-1-phenylpropan-2-amine', 'rac-amphetamine', 'α-methylbenzeneethaneamine', 'α-methylphenethylamine', 'β-aminopropylbenzene', 'β-phenylisopropylamine']"
DB00183,"['pentagastrin', 'pentagastrin']"
DB00184,"['nicotine', '(−)-nicotine', '(s)-(−)-nicotine', '(s)-3-(1-methylpyrrolidin-2-yl)pyridine', '(s)-3-(n-methylpyrrolidin-2-yl)pyridine', '(s)-nicotine', '3-(2-(n-methylpyrrolidinyl))pyridine', '3-(n-methylpyrollidino)pyridine', 'l(−)-nicotine', 'nicotina', 'nicotine betadex', 'nicotine polacrilex', 'nikotin', 'nikotyna']"
DB00185,"['cevimeline', '2-methyspiro(1,3-oxathiolane-5,3)quinuclidine', 'cevimelina', 'cévimèline', 'cevimeline', 'cevimelinum']"
DB00186,"['lorazepam', 'loracepam', 'lorazepam', 'o-chlorooxazepam', 'o-chloroxazepam']"
DB00187,"['esmolol', '(±)-esmolol', '(±)-methyl p-(2-hydroxy-3-(isopropylamino)propoxy)hydrocinnamate', '3-[4-(2-hydroxy-3-isopropylamino-propoxy)-phenyl]-propionic acid methyl ester', 'esmolol', 'methyl 4-(2-hydroxy-3-((1-methylethyl)amino)propoxy)benzenepropanoate', 'methyl p-(2-hydroxy-3-(isopropylamino)propoxy)hydrocinnamate']"
DB00188,"['bortezomib', '[(1r)-3-methyl-1-({(2s)-3-phenyl-2-[(pyrazin-2-ylcarbonyl)amino]propanoyl}amino)butyl]boronic acid', 'bortezomib', 'n-[(1r)-1-(dihydroxyboryl)-3-methylbutyl]-n-(pyrazin-2-ylcarbonyl)-l-phenylalaninamide']"
DB00189,"['ethchlorvynol', '1-chloro-3-ethyl-1-penten-4-yn-3-ol', '1-chloro-3-ethyl-pent-1-en-4-yn-3-ol', '3-(beta-chlorovinyl)-1-pentyn-3-ol', '3-(β-chlorovinyl)-1-pentyn-3-ol', 'etclorvinol', 'ethchlorvynol', 'ethyl β-chlorovinyl ethynyl carbinol', 'β-chlorovinyl ethyl ethynyl carbinol']"
DB00190,"['carbidopa', '(-)-l-alpha-hydrazino-3,4-dihydroxy-alpha-methylhydrocinnamic acid monohydrate', '(s)-(−)-carbidopa', '(s)-carbidopa', '(αs)-α-hydrazino-3,4-dihydroxy-α-methylbenzenepropanoic acid', 'carbidopa', 'carbidopa (anhydrous)', 'carbidopa anhydrous', 'carbidopum', 'l-3-(3,4-dihydroxyphenyl)-2-methyl-2-hydrazinopropionic acid', 'l-α-methyldopahydrazine']"
DB00191,"['phentermine', 'alpha,alpha-dimethylphenethylamine', 'fentermina', 'phentermine', 'phentermine resin', 'phenterminum']"
DB00192,"['indecainide', 'indecainida', 'indecainide', 'indecainidum']"
DB00193,"['tramadol', 'tramadol', 'tramadolum']"
DB00194,"['vidarabine', '9-beta-d-arabinofuranosyl-9h-purin-6-amine', '9-beta-d-arabinofuranosyl-adenine', '9-beta-d-arabinofuranosyladenine', '9-β-d-arabinofuranosyl-9h-purin-6-amine', '9-β-d-arabinofuranosyladenine', 'spongoadenosine', 'vidarabine', 'vidarabinum']"
DB00195,"['betaxolol', '1-(4-(2-(cyclopropylmethoxy)ethyl)phenoxy)-3-((1-methylethyl)amino)-2-propanol', '1-(isopropylamino)-3-[p-(cyclopropylmethoxyethyl)phenoxy]-2-propanol', 'betaxolol', 'bétaxolol', 'betaxololum']"
DB00196,"['fluconazole', 'diflucan', 'difluconazole', 'fluconazol', 'fluconazole', 'fluconazolum', 'triflucan']"
DB00197,"['troglitazone', 'troglitazona']"
DB00198,"['oseltamivir', '(−)-oseltamivir', '1-cyclohexene-1-carboxylic acid, 4-(acetylamino)-5-amino-3-(1-ethylpropoxy)-, ethyl ester, (3r-(3alpha,4beta,5alpha))-', 'ethyl (3r,4r,5s)-4-acetamido-5-amino-3-(1-ethylpropoxy)-1-cyclohexene-1-carboxylate', 'oseltamivir', 'oséltamivir', 'oseltamivirum']"
DB00199,"['erythromycin', ""3''-o-demethylerythromycin"", 'abomacetin', 'eritromicina', 'erythromycin', 'erythromycin a', 'erythromycin c', 'érythromycine', 'erythromycinum']"
DB00200,"['hydroxocobalamin', 'hydroxocobalamin', 'hydroxocobalamin anhydrous', 'hydroxocobalamine', 'hydroxocobalaminum anhydrous', 'hydroxycobalamin', 'oh-cbl', 'vitamin b-12b']"
DB00201,"['caffeine', '1-methyltheobromine', '1,3,7-trimethyl-2,6-dioxopurine', '1,3,7-trimethylpurine-2,6-dione', '1,3,7-trimethylxanthine', '3,7-dihydro-1,3,7-trimethyl-1h-purin-2,6-dion', '7-methyltheophylline', 'anhydrous caffeine', 'cafeína', 'caféine', 'caffeinum', 'coffein', 'coffeinum', 'guaranine', 'koffein', 'mateína', 'methyltheobromine', 'teína', 'thein', 'theine']"
DB00202,"['succinylcholine', ""2,2'-[(1,4-dioxobutane-1,4-diyl)bis(oxy)]bis(n,n,n-trimethylethanaminium)"", 'dicholine succinate', 'succinocholine', 'succinoylcholine', 'succinylbischoline', 'succinyldicholine', 'suxamethonium']"
DB00203,"['sildenafil', '1-((3-(4,7-dihydro-1-methyl-7-oxo-3-propyl-1h-pyrazolo(4,3-d)pyrimidin-5-yl)-4-ethoxyphenyl)sulfonyl)-4-methylpiperazine', 'sildenafil', 'sildenafilo']"
DB00204,"['dofetilide', 'beta-((p-methanesulfonamidophenethyl)methylamino)methanesulfono-p-phenetidide', 'dofetilida', 'dofetilide', 'dofetilidum']"
DB00205,"['pyrimethamine', '2,4-diamino-5-(4-chlorophenyl)-6-ethylpyrimidine', '2,4-diamino-5-(p-chlorophenyl)-6-ethylpyrimidine', '2,4-diamino-5-chlorophenyl-6-ethylpyrimidine', '5-(4-chlorophenyl)-6-ethyl-2,4-diaminopyrimidine', '5-(4-chlorophenyl)-6-ethyl-2,4-pyrimidinediamine', ""5-(4'-chlorophenyl)-2,4-diamino-6-ethylpyrimidine"", 'cd', 'chloridine', 'chloridyn', 'diaminopyritamin', 'ethylpyrimidine', 'pirimetamina', 'primethamine', 'pyrimethamine', 'pyriméthamine', 'pyrimethaminum']"
DB00206,"['reserpine', '(−)-reserpine', '(3beta,16beta,17alpha,18beta,20alpha)-11,17-dimethoxy-18-[(3,4,5-trimethoxybenzoyl)oxy]yohimban-16-carboxylic acid methyl ester', '3,4,5-trimethoxybenzoyl methyl reserpate', 'reserpin', 'reserpine']"
DB00207,"['azithromycin', 'azithromycin', 'azithromycine', 'azithromycinum', 'azitromicina']"
DB00208,"['ticlopidine', 'ticlopidina', 'ticlopidine', 'ticlopidinum']"
DB00209,"['trospium', '']"
DB00210,"['adapalene', '6-(3-(1-adamantyl)-4-methoxyphenyl)-2-naphthoic acid', 'adapalene', 'adapalène', 'adapaleno', 'adapalenum']"
DB00211,"['midodrine', '(±)-2-amino-n-(β-hydroxy-2,5-dimethoxyphenethyl)acetamide', ""1-(2',5'-dimethoxyphenyl)-2-glycinamidoethanol"", '2-amino-n-(2,5-dimethoxy-beta-hydroxyphenethyl)acetamide', 'dl-n1-(beta-hydroxy-2,5-dimethoxyphenethyl)glycinamid', 'midodrin', 'midodrina', 'midodrine', 'midodrinum']"
DB00212,"['remikiren', '']"
DB00213,"['pantoprazole', 'pantoprazol', 'pantoprazole', 'pantoprazolum']"
DB00214,"['torasemide', '1-isopropyl-3-((4-m-toluidino-3-pyridyl)sulfonyl)urea', 'n-(((1-methylethyl)amino)carbonyl)-4-((3-methylphenyl)amino)-3-pyridinesulfonamide', 'torasemida', 'torasemide', 'torasémide', 'torasemidum', 'torsemide']"
DB00215,"['citalopram', 'citalopram', 'citalopramum', 'nitalapram ']"
DB00216,"['eletriptan', 'eletriptan', 'élétriptan', 'eletriptán', 'eletriptanum']"
DB00217,"['bethanidine', 'betanidina', 'betanidine', 'bétanidine', 'betanidinum', 'bethanidine', ""n,n'-dimethyl-n''-(phenylmethyl)-guanidine""]"
DB00218,"['moxifloxacin', '1-cyclopropyl-6-fluoro-1,4-dihydro-8-methoxy-7-((4as,7as)-octahydro-6h-pyrrolo(3,4-b)pyridin-6-yl)-4-oxo-3-quinolinecarboxylic acid', 'moxifloxacin', 'moxifloxacino']"
DB00219,"['oxyphenonium', 'oxyphenonium cation', 'oxyphenonium ion']"
DB00220,"['nelfinavir', 'nelfinavir']"
DB00221,"['isoetarine', 'isoetarina', 'isoetarinum', 'isoetharine']"
DB00222,"['glimepiride', 'glimepirida', 'glimepiride', 'glimépiride', 'glimepiridum']"
DB00223,"['diflorasone', '(6α,11β,16β)-6,9-difluoro-11,17,21-trihydroxy-16-methylpregna-1,4-diene-3,20-dione', 'diflorasona', 'diflorasone', 'diflorasonum']"
DB00224,"['indinavir', '(1(1s,2r),5(s))-2,3,5-trideoxy-n-(2,3-dihydro-2-hydroxy-1h-inden-1-yl)-5-(2-(((1,1-dimethylethyl)amino)carbonyl)-4-(3-pyridinylmethyl)-1-piperazinyl)-2-(phenylmethyl)-d-erythro-pentonamide', 'indinavir', 'indinavir anhydrous']"
DB00225,"['gadodiamide', 'gadodiamida', 'gadodiamide', 'gadodiamide anhydrous']"
DB00226,"['guanadrel', 'guanadrel', 'guanadrelum']"
DB00227,"['lovastatin', '(1s,3r,7s,8s,8ar)-1,2,3,7,8,8a-hexahydro-3,7-dimethyl-8-(2-(2r,4r)-(tetrahydro-4-hydroxy-6-oxo-2h-pyran-2-yl)ethyl)-1-naphthalenyl (s)-2-methyl-butyrate', '2β,6α-dimethyl-8alpha-(2-methyl-1-oxobutoxy)-mevinic acid lactone', '6-alpha-methylcompactin', '6alpha-methylcompactin', '6α-methylcompactin', 'lovastatin', 'lovastatina', 'lovastatine', 'lovastatinum', 'mevinolin']"
DB00228,"['enflurane', '2-chloro-1,1,2-trifluoroethyl difluoromethyl ether', 'alyrane', 'efrane', 'enflurane', 'enflurano', 'enfluranum', 'methylflurether']"
DB00229,"['cefotiam', '(6r,7r)-7-[2-(2-amino-thiazol-4-yl)-acetylamino]-3-[1-(2-dimethylamino-ethyl)-1h-tetrazol-5-ylsulfanylmethyl]-8-oxo-5-thia-1-aza-bicyclo[4.2.0]oct-2-ene-2-carboxylic acid', 'cefotiam', 'cefotiamum', 'ctm']"
DB00230,"['pregabalin', '(s)-3-isobutyl gaba', '3-isobutyl gaba', 'pregabalin', 'pregabalina']"
DB00231,"['temazepam', 'temazepam']"
DB00232,"['methyclothiazide', 'methyclothiazide']"
DB00233,"['aminosalicylic acid', '4-amino-2-hydroxybenzoic acid', '4-aminosalicylate', '4-aminosalicylic acid', 'p-aminosalicylic acid', 'para-amino salicylic acid', 'para-aminosalicylic acid', 'pas']"
DB00234,"['reboxetine', 'reboxetina']"
DB00235,"['milrinone', ""1,6-dihydro-2-methyl-6-oxo(3,4'-bipyridine)-5-carbonitrile"", 'milrinona', 'milrinone', 'milrinonum']"
DB00236,"['pipobroman', '1,4-bis(3-bromopropionyl)piperazine', 'n,n-bis-(3-bromopropionyl)-piperazine', 'pipobroman', 'pipobromanum']"
DB00237,"['butabarbital', '5-ethyl-5-(1-methylpropyl)-2,4,6(1h,3h,5h)-pyrimidinetrione', '5-ethyl-5-(1-methylpropyl)barbituric acid', '5-sec-butyl-5-ethyl-2,4,6(1h,3h,5h)-pyrimidinetrione', '5-sec-butyl-5-ethylbarbituric acid', '5-sec-butyl-5-ethylpyrimidine-2,4,6(1h,3h,5h)-trione', 'butabarbital', 'secbutabarbital', 'secbutabarbitale', 'secbutabarbitalum']"
DB00238,"['nevirapine', ""11-cyclopropyl-5,11-dihydro-4-methyl-6h-dipyrido(3,2-b:2',3'-e)(1,4)diazepin-6-one"", 'nev', 'nevirapina', 'nevirapine', 'nevirapine anhydrous', 'nevirapine, anhydrous', 'nvp']"
DB00239,"['oxiconazole', ""2',4'-dichloro-2-imidazol-1-ylacetophenone (z)-[o-(2,4-dichlorobenzyl)oxime]"", 'oxiconazol', 'oxiconazole', 'oxiconazolum']"
DB00240,"['alclometasone', '(7alpha,11beta,16alpha)-7-chloro-11,17,21-trihydroxy-16-methylpregna-1,4-diene-3,20-dione', '7α-chloro-16α-methylprednisolone', 'alclometasone']"
DB00241,"['butalbital', '5-(2-methylpropyl)-5-prop-2-enyl-1,3-diazinane-2,4,6-trione', '5-allyl-5-(2-methylpropyl)barbituric acid', ""5-allyl-5-(2'-methyl-n-propyl) barbituric acid"", '5-allyl-5-isobutyl-2,4,6(1h,3h,5h)-pyrimidinetrione', '5-allyl-5-isobutyl-pyrimidine-2,4,6-trione', '5-allyl-5-isobutylbarbituric acid', '5-isobutyl-5-allylbarbituric acid', 'allylbarbital', 'allylbarbitone', 'allylbarbituric acid', 'butalbarbital', 'butalbital', 'butalbitalum', 'iso-butylallylbarbituric acid', 'itobarbital', 'tetrallobarbital']"
